,type,element_id,text,coordinates_points,coordinates_system,coordinates_layout_width,coordinates_layout_height,last_modified,filetype,languages,page_number,file_directory,filename,detection_class_prob,parent_id,image_path
44,NarrativeText,cf2d66fca80f45dd581395d2bb2f11f4,"RAG-Sequence For RAG-Sequence, the likelihood p(y|x) does not break into a conventional per- token likelihood, hence we cannot solve it with a single beam search. Instead, we run beam search for each document z, scoring each hypothesis using pθ(yi|x, z, y1:i−1). This yields a set of hypotheses Y , some of which may not have appeared in the beams of all documents. To estimate the probability of an hypothesis y we run an additional forward pass for each document z for which y does not appear in the beam, multiply generator probability with pη(z|x) and then sum the probabilities across beams for the marginals. We refer to this decoding procedure as “Thorough Decoding.” For longer output sequences, |Y | can become large, requiring many forward passes. For more efﬁcient decoding, we can make a further approximation that pθ(y|x, zi) ≈ 0 where y was not generated during beam search from x, zi. This avoids the need to run additional forward passes once the candidate set Y has been generated. We refer to this decoding procedure as “Fast Decoding.”","((299.0027777777778, 648.5781788888889), (299.0027777777778, 979.8914488888887), (1407.185302734375, 979.8914488888887), (1407.185302734375, 648.5781788888889))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.951742947101593,8ef9e25a5e0ceb03a74538a05fabd9d3,
45,Title,c39e894e304e7774820da3992259d968,3 Experiments,"((295.4057922363281, 1026.4651022222222), (295.4057922363281, 1059.673991111111), (535.625244140625, 1059.673991111111), (535.625244140625, 1026.4651022222222))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9021671414375305,,
46,NarrativeText,47b1300fcfe4743e3d5a7635fcc5a237,"We experiment with RAG in a wide range of knowledge-intensive tasks. For all experiments, we use a single Wikipedia dump for our non-parametric knowledge source. Following Lee et al. [31] and Karpukhin et al. [26], we use the December 2018 dump. Each Wikipedia article is split into disjoint 100-word chunks, to make a total of 21M documents. We use the document encoder to compute an embedding for each document, and build a single MIPS index using FAISS [23] with a Hierarchical Navigable Small World approximation for fast retrieval [37]. During training, we retrieve the top k documents for each query. We consider k ∈ {5, 10} for training and set k for test time using dev data. We now discuss experimental details for each task.","((297.925, 1094.8309326171875), (297.925, 1334.9858933333333), (1408.6573486328125, 1334.9858933333333), (1408.6573486328125, 1094.8309326171875))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9532181024551392,c39e894e304e7774820da3992259d968,
47,Title,ca82f4bcdddd2456f54e1893f44f2ab8,3.1 Open-domain Question Answering,"((297.234375, 1375.007176111111), (297.234375, 1402.681065), (774.6889038085938, 1402.681065), (774.6889038085938, 1375.007176111111))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8832407593727112,,
48,NarrativeText,a965868f04e73e805b330544d85e9872,"Open-domain question answering (QA) is an important real-world application and common testbed for knowledge-intensive tasks [20]. We treat questions and answers as input-output text pairs (x, y) and train RAG by directly minimizing the negative log-likelihood of answers. We compare RAG to the popular extractive QA paradigm [5, 7, 31, 26], where answers are extracted spans from retrieved documents, relying primarily on non-parametric knowledge. We also compare to “Closed-Book QA” approaches [52], which, like RAG, generate answers, but which do not exploit retrieval, instead relying purely on parametric knowledge. We consider four popular open-domain QA datasets: Natural Questions (NQ) [29], TriviaQA (TQA) [24]. WebQuestions (WQ) [3] and CuratedTrec (CT) [2]. As CT and WQ are small, we follow DPR [26] by initializing CT and WQ models with our NQ RAG model. We use the same train/dev/test splits as prior work [31, 26] and report Exact Match (EM) scores. For TQA, to compare with T5 [52], we also evaluate on the TQA Wiki test set.","((300.0, 1430.6058349609375), (300.0, 1761.3914488888888), (1407.7315673828125, 1761.3914488888888), (1407.7315673828125, 1430.6058349609375))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9519893527030945,ca82f4bcdddd2456f54e1893f44f2ab8,
49,Title,65cfb728c429f234d4acf7af77a50102,3.2 Abstractive Question Answering,"((299.9292297363281, 1801.4127316666666), (299.9292297363281, 1829.0866205555553), (748.2533569335938, 1829.0866205555553), (748.2533569335938, 1801.4127316666666))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8758633136749268,,
50,NarrativeText,fc5b87d5909534f2d7e5273aceecbd6f,"RAG models can go beyond simple extractive QA and answer questions with free-form, abstractive text generation. To test RAG’s natural language generation (NLG) in a knowledge-intensive setting, we use the MSMARCO NLG task v2.1 [43]. The task consists of questions, ten gold passages retrieved from a search engine for each question, and a full sentence answer annotated from the retrieved passages. We do not use the supplied passages, only the questions and answers, to treat","((299.0027777777778, 1856.7432861328125), (299.0027777777778, 2005.97756), (1405.9337158203125, 2005.97756), (1405.9337158203125, 1856.7432861328125))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9437021017074585,65cfb728c429f234d4acf7af77a50102,
51,UncategorizedText,a7cc6dc916796bdc044f1061eca48aa8,4,"((843.0805555555555, 2061.325893333333), (843.0805555555555, 2088.999782222222), (856.9174999999999, 2088.999782222222), (856.9174999999999, 2061.325893333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,65cfb728c429f234d4acf7af77a50102,
52,NarrativeText,3d43566365dcda6ad24f067c41d9f87e,"MSMARCO as an open-domain abstractive QA task. MSMARCO has some questions that cannot be answered in a way that matches the reference answer without access to the gold passages, such as “What is the weather in Volcano, CA?” so performance will be lower without using gold passages. We also note that some MSMARCO questions cannot be answered using Wikipedia alone. Here, RAG can rely on parametric knowledge to generate reasonable responses.","((295.1864013671875, 205.97867111111094), (295.1864013671875, 354.86367111111133), (1414.4527587890625, 354.86367111111133), (1414.4527587890625, 205.97867111111094))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9404151439666748,65cfb728c429f234d4acf7af77a50102,
53,Title,4f736f2e92ffe55d9909fd0b78281bf5,Jeopardy Question Generation,"((300.0, 393.2960650000003), (300.0, 420.96995388888905), (728.5462036132812, 420.96995388888905), (728.5462036132812, 393.2960650000003))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8627625703811646,,
54,NarrativeText,13a794cb757c7d9adb27fb9eadc9e36d,"To evaluate RAG’s generation abilities in a non-QA setting, we study open-domain question gen- eration. Rather than use questions from standard open-domain QA tasks, which typically consist of short, simple questions, we propose the more demanding task of generating Jeopardy questions. Jeopardy is an unusual format that consists of trying to guess an entity from a fact about that entity. For example, “The World Cup” is the answer to the question “In 1986 Mexico scored as the ﬁrst country to host this international sports competition twice.” As Jeopardy questions are precise, factual statements, generating Jeopardy questions conditioned on their answer entities constitutes a challenging knowledge-intensive generation task.","((299.14166666666665, 448.97589333333326), (299.14166666666665, 688.7720044444446), (1413.1656494140625, 688.7720044444446), (1413.1656494140625, 448.97589333333326))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9536452889442444,4f736f2e92ffe55d9909fd0b78281bf5,
55,NarrativeText,ed88c5b5dc90eb218284adf44148304c,"We use the splits from SearchQA [10], with 100K train, 14K dev, and 27K test examples. As this is a new task, we train a BART model for comparison. Following [67], we evaluate using the SQuAD-tuned Q-BLEU-1 metric [42]. Q-BLEU is a variant of BLEU with a higher weight for matching entities and has higher correlation with human judgment for question generation than standard metrics. We also perform two human evaluations, one to assess generation factuality, and one for speciﬁcity. We deﬁne factuality as whether a statement can be corroborated by trusted external sources, and speciﬁcity as high mutual dependence between the input and output [33]. We follow best practice and use pairwise comparative evaluation [34]. Evaluators are shown an answer and two generated questions, one from BART and one from RAG. They are then asked to pick one of four options—quuestion A is better, question B is better, both are good, or neither is good.","((298.7, 706.6203377777775), (298.7, 1007.0220044444443), (1410.490478515625, 1007.0220044444443), (1410.490478515625, 706.6203377777775))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9510509371757507,4f736f2e92ffe55d9909fd0b78281bf5,
56,Title,1b26ccd8247e4d3f27498e83ff1acf9b,3.4 Fact Veriﬁcation,"((299.1194152832031, 1044.563232421875), (299.1194152832031, 1073.128287222222), (561.927001953125, 1073.128287222222), (561.927001953125, 1044.563232421875))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8512573838233948,,
57,NarrativeText,94326a6f123ca8e1cba23cd01ad37d2a,"FEVER [56] requires classifying whether a natural language claim is supported or refuted by Wikipedia, or whether there is not enough information to decide. The task requires retrieving evidence from Wikipedia relating to the claim and then reasoning over this evidence to classify whether the claim is true, false, or unveriﬁable from Wikipedia alone. FEVER is a retrieval problem coupled with an challenging entailment reasoning task. It also provides an appropriate testbed for exploring the RAG models’ ability to handle classiﬁcation rather than generation. We map FEVER class labels (supports, refutes, or not enough info) to single output tokens and directly train with claim-class pairs. Crucially, unlike most other approaches to FEVER, we do not use supervision on retrieved evidence. In many real-world applications, retrieval supervision signals aren’t available, and models that do not require such supervision will be applicable to a wider range of tasks. We explore two variants: the standard 3-way classiﬁcation task (supports/refutes/not enough info) and the 2-way (supports/refutes) task studied in Thorne and Vlachos [57]. In both cases we report label accuracy.","((298.7, 1100.6939697265625), (298.7, 1462.1414488888888), (1410.81494140625, 1462.1414488888888), (1410.81494140625, 1100.6939697265625))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9523873329162598,1b26ccd8247e4d3f27498e83ff1acf9b,
58,Title,0b320cde207a961c053aa6a67962cc83,4 Results,"((297.14093017578125, 1504.8990478515625), (297.14093017578125, 1540.3351022222218), (455.539794921875, 1540.3351022222218), (455.539794921875, 1504.8990478515625))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8330581188201904,,
59,Title,48634fd27d9d94127f355f3217fa96c5,4.1 Open-domain Question Answering,"((298.3166198730469, 1574.0682872222221), (298.3166198730469, 1601.742176111111), (775.4529418945312, 1601.742176111111), (775.4529418945312, 1574.0682872222221))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8665925860404968,,
60,NarrativeText,868107d89c19762aa61c09eda7f4b55e,"Table 1 shows results for RAG along with state-of-the-art models. On all four open-domain QA tasks, RAG sets a new state of the art (only on the T5-comparable split for TQA). RAG combines the generation ﬂexibility of the “closed-book” (parametric only) approaches and the performance of ""open-book"" retrieval-based approaches. Unlike REALM and T5+SSM, RAG enjoys strong results without expensive, specialized “salient span masking” pre-training [20]. It is worth noting that RAG’s retriever is initialized using DPR’s retriever, which uses retrieval supervision on Natural Questions and TriviaQA. RAG compares favourably to the DPR QA system, which uses a BERT-based “cross- encoder” to re-rank documents, along with an extractive reader. RAG demonstrates that neither a re-ranker nor extractive reader is necessary for state-of-the-art performance.","((299.0027777777778, 1629.335205078125), (299.0027777777778, 1899.8470044444446), (1410.6458740234375, 1899.8470044444446), (1410.6458740234375, 1629.335205078125))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9519988298416138,48634fd27d9d94127f355f3217fa96c5,
61,NarrativeText,29bf7bb1acebca72955a25b234e1e855,"There are several advantages to generating answers even when it is possible to extract them. Docu- ments with clues about the answer but do not contain the answer verbatim can still contribute towards a correct answer being generated, which is not possible with standard extractive approaches, leading","((296.2929992675781, 1917.6981155555554), (296.2929992675781, 2005.97756), (1411.20947265625, 2005.97756), (1411.20947265625, 1917.6981155555554))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9382230043411255,48634fd27d9d94127f355f3217fa96c5,
62,Footer,fb5f4df7c39abb128468183cd7a7a3ec,5,"((842.5166625976562, 2061.325893333333), (842.5166625976562, 2088.999782222222), (857.4764404296875, 2088.999782222222), (857.4764404296875, 2061.325893333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7436587810516357,,
63,FigureCaption,d85419c0d4cc97a20831a5afea8dad10,"Table 1: Open-Domain QA Test Scores. For TQA, left column uses the standard test set for Open- Domain QA, right column uses the TQA-Wiki test set. See Appendix D for further details. Table 2: Generation and classiﬁcation Test Scores. MS-MARCO SotA is [4], FEVER-3 is [68] and FEVER-2 is [57] *Uses gold context/evidence. Best model without gold access underlined.","((296.57073974609375, 218.8870044444444), (296.57073974609375, 338.0053377777778), (1404.8495682777782, 338.0053377777778), (1404.8495682777782, 218.8870044444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7452389597892761,,
64,Title,87bda5a654eab3ca02e8b739406b6014,Model,"((392.75852341666666, 364.4403745710223), (392.75852341666666, 387.70494470435546), (453.5023160348, 387.70494470435546), (453.5023160348, 364.4403745710223))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,
65,Title,9e2b158690fb9ca247d047b55c6ffab0,NQ,"((554.3309629926666, 364.4403745710223), (554.3309629926666, 387.70494470435546), (587.9250022652, 387.70494470435546), (587.9250022652, 364.4403745710223))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,
66,Title,d13cff3742633ddd2c587cde99924bbe,TQA WQ CT,"((632.2207437990667, 364.4403745710223), (632.2207437990667, 387.70494470435546), (817.3601929201335, 387.70494470435546), (817.3601929201335, 364.4403745710223))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,
67,Table,59c1a66f493c6fed074ffda91648faee,Closed Book T5-11B [52] 34.5 T5-11B+SSM[52] 36.6 - - /50.1 37.4 /60.5 44.7 - - Model B-1 Label Acc. Open Book REALM [20] DPR [26] 40.4 / 41.5 57.9/ - - - 40.7 46.8 41.1 50.6 SotA BART - - 15.1 19.7 49.8* 49.9* 38.2 41.6 76.8 64.0 81.1 RAG-Token RAG-Seq. 44.1 55.2/66.1 45.5 50.0 44.5 56.8/68.0 45.2 52.2 RAG-Tok. 17.3 22.2 RAG-Seq. 14.7 21.4 40.1 40.8 41.5 44.2 72.5 89.5,"((308.11322021484375, 368.03558349609375), (308.11322021484375, 590.8518676757812), (1381.2183837890625, 590.8518676757812), (1381.2183837890625, 368.03558349609375))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8115674257278442,d13cff3742633ddd2c587cde99924bbe,./images/1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/table-6-1.jpg
68,Title,7414ecc9d124df71ba717085f4f22346,Jeopardy MSMARCO FVR3 FVR2 B-1 QB-1 R-L,"((992.9372099444445, 386.2354078290224), (992.9372099444445, 436.33099579568926), (1386.154556709111, 436.33099579568926), (1386.154556709111, 386.2354078290224))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,
69,UncategorizedText,9c5bf112db6a404b8595373bb8e1ed23,92.2*,"((1330.4555505220442, 452.577934722089), (1330.4555505220442, 476.47437179568925), (1383.8407441777777, 476.47437179568925), (1383.8407441777777, 452.577934722089))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,7414ecc9d124df71ba717085f4f22346,
70,NarrativeText,e0550dd9acb79fc1c5cfe98f0afa041b,"to more effective marginalization over documents. Furthermore, RAG can generate correct answers even when the correct answer is not in any retrieved document, achieving 11.8% accuracy in such cases for NQ, where an extractive model would score 0%.","((295.8925476074219, 654.8008933333332), (295.8925476074219, 743.0831155555555), (1404.2330322265625, 743.0831155555555), (1404.2330322265625, 654.8008933333332))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.837108850479126,7414ecc9d124df71ba717085f4f22346,
71,Title,48be9333abaf2034ae487438d6782452,4.2 Abstractive Question Answering,"((297.6317138671875, 782.6905094444443), (297.6317138671875, 810.3643983333332), (750.0015258789062, 810.3643983333332), (750.0015258789062, 782.6905094444443))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8687173128128052,,
72,NarrativeText,c3ae334220d886a252763386ef08fe38,"As shown in Table 2, RAG-Sequence outperforms BART on Open MS-MARCO NLG by 2.6 Bleu points and 2.6 Rouge-L points. RAG approaches state-of-the-art model performance, which is impressive given that (i) those models access gold passages with speciﬁc information required to generate the reference answer , (ii) many questions are unanswerable without the gold passages, and (iii) not all questions are answerable from Wikipedia alone. Table 3 shows some generated answers from our models. Qualitatively, we ﬁnd that RAG models hallucinate less and generate factually correct text more often than BART. Later, we also show that RAG generations are more diverse than BART generations (see §4.5).","((299.0027777777778, 838.3703377777778), (299.0027777777778, 1078.1664488888887), (1407.37255859375, 1078.1664488888887), (1407.37255859375, 838.3703377777778))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9517192840576172,48be9333abaf2034ae487438d6782452,
73,Title,a16298d9ebd21484a7bb2dc22cdbaf32,Jeopardy Question Generation,"((299.3175354003906, 1117.6370849609375), (299.3175354003906, 1145.4477316666666), (729.5635986328125, 1145.4477316666666), (729.5635986328125, 1117.6370849609375))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8693440556526184,,
74,NarrativeText,0dc2821377c7d93d79fa3f8eae080dfe,"Table 2 shows that RAG-Token performs better than RAG-Sequence on Jeopardy question generation, with both models outperforming BART on Q-BLEU-1. 4 shows human evaluation results, over 452 pairs of generations from BART and RAG-Token. Evaluators indicated that BART was more factual than RAG in only 7.1% of cases, while RAG was more factual in 42.7% of cases, and both RAG and BART were factual in a further 17% of cases, clearly demonstrating the effectiveness of RAG on the task over a state-of-the-art generation model. Evaluators also ﬁnd RAG generations to be more speciﬁc by a large margin. Table 3 shows typical generations from each model.","((299.0027777777778, 1173.4536711111111), (299.0027777777778, 1382.9470044444442), (1410.11083984375, 1382.9470044444442), (1410.11083984375, 1173.4536711111111))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9473232626914978,a16298d9ebd21484a7bb2dc22cdbaf32,
75,NarrativeText,b5abf10f8b9311c9a503d644bea47092,"Jeopardy questions often contain two separate pieces of information, and RAG-Token may perform best because it can generate responses that combine content from several documents. Figure 2 shows an example. When generating “Sun”, the posterior is high for document 2 which mentions “The Sun Also Rises”. Similarly, document 1 dominates the posterior when “A Farewell to Arms” is generated. Intriguingly, after the ﬁrst token of each book is generated, the document posterior ﬂattens. This observation suggests that the generator can complete the titles without depending on speciﬁc documents. In other words, the model’s parametric knowledge is sufﬁcient to complete the titles. We ﬁnd evidence for this hypothesis by feeding the BART-only baseline with the partial decoding ""The Sun. BART completes the generation ""The Sun Also Rises"" is a novel by this author of ""The Sun Also Rises"" indicating the title ""The Sun Also Rises"" is stored in BART’s parameters. Similarly, BART will complete the partial decoding ""The Sun Also Rises"" is a novel by this author of ""A with ""The Sun Also Rises"" is a novel by this author of ""A Farewell to Arms"". This example shows how parametric and non-parametric memories work together—the non-parametric component helps to guide the generation, drawing out speciﬁc knowledge stored in the parametric memory.","((299.0027777777778, 1400.7953377777776), (299.0027777777778, 1822.4081155555555), (1407.6715087890625, 1822.4081155555555), (1407.6715087890625, 1400.7953377777776))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9471367597579956,a16298d9ebd21484a7bb2dc22cdbaf32,
76,Title,7333cc4ca42cd0f81da0af0d6ea57a98,4.4 Fact Veriﬁcation,"((299.0622863769531, 1862.0182872222222), (299.0622863769531, 1889.692176111111), (561.35205078125, 1889.692176111111), (561.35205078125, 1862.0182872222222))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8581591844558716,,
77,NarrativeText,25d7e1da9b6b10d068f227cba76b4d01,"Table 2 shows our results on FEVER. For 3-way classiﬁcation, RAG scores are within 4.3% of state-of-the-art models, which are complex pipeline systems with domain-speciﬁc architectures and substantial engineering, trained using intermediate retrieval supervision, which RAG does not require.","((296.4414978027344, 1917.6981155555554), (296.4414978027344, 2005.97756), (1410.7568359375, 2005.97756), (1410.7568359375, 1917.6981155555554))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9394749999046326,7333cc4ca42cd0f81da0af0d6ea57a98,
78,UncategorizedText,fd1228e04aa59e9523cdf956cf798ce6,6,"((843.0805555555555, 2061.325893333333), (843.0805555555555, 2088.999782222222), (856.9174999999999, 2088.999782222222), (856.9174999999999, 2061.325893333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,7333cc4ca42cd0f81da0af0d6ea57a98,
79,Image,a291ad56766bc45268cfc130d0e42cda,"Document 1: his works are considered classics of American Doc1 [ ] | literature ... His wartime experiences formed the basis for hisnovel .o . A Farewell to Arms” (1929) ... Doc3 Document 2: ... artists of the 1920s “Lost Generation” expatriate Pocd community. His debut novel, “The Sun Also Rises”, was published ¢ in1926. Doc5 Q,O(”‘ * &g%\,e QV,,OQ- & t e »\\C@@ & f\sc\ * vd&f\\ovﬁ&“","((306.7382507324219, 205.90560913085938), (306.7382507324219, 376.34130859375), (1392.760009765625, 376.34130859375), (1392.760009765625, 205.90560913085938))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7556876540184021,,./images/1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/figure-7-2.jpg
80,Image,2e35d46eb4dc2315be75c4dc257affda,[ ] | .,"((860.7219087166667, 207.0827171388888), (860.7219087166667, 328.25355047222206), (1389.02674205, 328.25355047222206), (1389.02674205, 207.0827171388888))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,./images/1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/figure-7-3.jpg
81,NarrativeText,2f76f073e5e5f6a3f96fb609dad42104,"Figure 2: RAG-Token document posterior p(zi|x, yi, y−i) for each generated token for input “Hem- ingway"" for Jeopardy generation with 5 retrieved documents. The posterior for document 1 is high when generating “A Farewell to Arms"" and for document 2 when generating “The Sun Also Rises"".","((298.70782470703125, 388.43095666666665), (298.70782470703125, 477.3220044444444), (1405.38525390625, 477.3220044444444), (1405.38525390625, 388.43095666666665))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8331102132797241,,
82,NarrativeText,5cd04ca9069170ee0e45c880ba4da899,"Table 3: Examples from generation tasks. RAG models generate more speciﬁc and factually accurate responses. ‘?’ indicates factually incorrect responses, * indicates partially correct responses.","((297.888671875, 534.3592266666665), (297.888671875, 592.3386711111112), (1403.4249267578125, 592.3386711111112), (1403.4249267578125, 534.3592266666665))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9342449307441711,,
83,Table,4e0163fcae1ff35deda23ece6e591dbb,"Task Input Model Generation MS- MARCO deﬁne middle ear what currency needed in scotland BART ?The middle ear is the part of the ear between the middle ear and the nose. RAG-T The middle ear is the portion of the ear internal to the eardrum. RAG-S The middle ear includes the tympanic cavity and the three ossicles. BART The currency needed in Scotland is Pound sterling. RAG-T Pound is the currency needed in Scotland. RAG-S The currency needed in Scotland is the pound sterling. Jeopardy Question Gener -ation Washington The Divine Comedy BART ?This state has the largest number of counties in the U.S. RAG-T It’s the only U.S. state named for a U.S. president RAG-S It’s the state where you’ll ﬁnd Mount Rainier National Park BART *This epic poem by Dante is divided into 3 parts: the Inferno, the Purgatorio & the Purgatorio RAG-T Dante’s ""Inferno"" is the ﬁrst part of this epic poem RAG-S This 14th century work is divided into 3 sections: ""Inferno"", ""Purgatorio"" & ""Paradiso""","((299.7635498046875, 617.55419921875), (299.7635498046875, 970.5542602539062), (1379.8585205078125, 970.5542602539062), (1379.8585205078125, 617.55419921875))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.6386181712150574,,./images/1-Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/table-7-2.jpg
