,type,element_id,text,coordinates_points,coordinates_system,coordinates_layout_width,coordinates_layout_height,last_modified,filetype,languages,page_number,file_directory,filename,detection_class_prob,parent_id,image_path
45,Title,b44cd191660dc39609ef4c1720389a9a,3 Experiments,"((295.4057922363281, 1026.4651022222222), (295.4057922363281, 1059.673991111111), (535.625244140625, 1059.673991111111), (535.625244140625, 1026.4651022222222))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9021671414375305,,
46,NarrativeText,d6854008cb35b41f0bc899c89faf5371,"We experiment with RAG in a wide range of knowledge-intensive tasks. For all experiments, we use a single Wikipedia dump for our non-parametric knowledge source. Following Lee et al. [31] and Karpukhin et al. [26], we use the December 2018 dump. Each Wikipedia article is split into disjoint 100-word chunks, to make a total of 21M documents. We use the document encoder to compute an embedding for each document, and build a single MIPS index using FAISS [23] with a Hierarchical Navigable Small World approximation for fast retrieval [37]. During training, we retrieve the top k documents for each query. We consider k ∈ {5, 10} for training and set k for test time using dev data. We now discuss experimental details for each task.","((297.925, 1094.8309326171875), (297.925, 1334.9858933333333), (1408.6573486328125, 1334.9858933333333), (1408.6573486328125, 1094.8309326171875))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9532181024551392,b44cd191660dc39609ef4c1720389a9a,
47,Title,0126a0c969b7610c23fddd72b230ee58,3.1 Open-domain Question Answering,"((297.234375, 1375.007176111111), (297.234375, 1402.681065), (774.6889038085938, 1402.681065), (774.6889038085938, 1375.007176111111))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8832407593727112,,
48,NarrativeText,3bb54c4e859851db06a7827fc9cccebd,"Open-domain question answering (QA) is an important real-world application and common testbed for knowledge-intensive tasks [20]. We treat questions and answers as input-output text pairs (x, y) and train RAG by directly minimizing the negative log-likelihood of answers. We compare RAG to the popular extractive QA paradigm [5, 7, 31, 26], where answers are extracted spans from retrieved documents, relying primarily on non-parametric knowledge. We also compare to “Closed-Book QA” approaches [52], which, like RAG, generate answers, but which do not exploit retrieval, instead relying purely on parametric knowledge. We consider four popular open-domain QA datasets: Natural Questions (NQ) [29], TriviaQA (TQA) [24]. WebQuestions (WQ) [3] and CuratedTrec (CT) [2]. As CT and WQ are small, we follow DPR [26] by initializing CT and WQ models with our NQ RAG model. We use the same train/dev/test splits as prior work [31, 26] and report Exact Match (EM) scores. For TQA, to compare with T5 [52], we also evaluate on the TQA Wiki test set.","((300.0, 1430.6058349609375), (300.0, 1761.3914488888888), (1407.7315673828125, 1761.3914488888888), (1407.7315673828125, 1430.6058349609375))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9519893527030945,0126a0c969b7610c23fddd72b230ee58,
49,Title,6b09ccf0af4ab5f68013a395cbe4b5e5,3.2 Abstractive Question Answering,"((299.9292297363281, 1801.4127316666666), (299.9292297363281, 1829.0866205555553), (748.2533569335938, 1829.0866205555553), (748.2533569335938, 1801.4127316666666))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8758633136749268,,
50,NarrativeText,d4b176ec5a8de85dec1415da4dfdf774,"RAG models can go beyond simple extractive QA and answer questions with free-form, abstractive text generation. To test RAG’s natural language generation (NLG) in a knowledge-intensive setting, we use the MSMARCO NLG task v2.1 [43]. The task consists of questions, ten gold passages retrieved from a search engine for each question, and a full sentence answer annotated from the retrieved passages. We do not use the supplied passages, only the questions and answers, to treat","((299.0027777777778, 1856.7432861328125), (299.0027777777778, 2005.97756), (1405.9337158203125, 2005.97756), (1405.9337158203125, 1856.7432861328125))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9437021017074585,6b09ccf0af4ab5f68013a395cbe4b5e5,
51,UncategorizedText,29d9e55eda2626067c8cdcdfa50be8d2,4,"((843.0805555555555, 2061.325893333333), (843.0805555555555, 2088.999782222222), (856.9174999999999, 2088.999782222222), (856.9174999999999, 2061.325893333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],4,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,6b09ccf0af4ab5f68013a395cbe4b5e5,
52,NarrativeText,5e31e919f2ffe2a20644912486ccee09,"MSMARCO as an open-domain abstractive QA task. MSMARCO has some questions that cannot be answered in a way that matches the reference answer without access to the gold passages, such as “What is the weather in Volcano, CA?” so performance will be lower without using gold passages. We also note that some MSMARCO questions cannot be answered using Wikipedia alone. Here, RAG can rely on parametric knowledge to generate reasonable responses.","((295.1864013671875, 205.97867111111094), (295.1864013671875, 354.86367111111133), (1414.4527587890625, 354.86367111111133), (1414.4527587890625, 205.97867111111094))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9404151439666748,6b09ccf0af4ab5f68013a395cbe4b5e5,
53,Title,61ae474d1454f38608f7ed3f9c95f1f9,Jeopardy Question Generation,"((300.0, 393.2960650000003), (300.0, 420.96995388888905), (728.5462036132812, 420.96995388888905), (728.5462036132812, 393.2960650000003))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8627625703811646,,
54,NarrativeText,14bdfb18dee3ef41bfc4434b11be764e,"To evaluate RAG’s generation abilities in a non-QA setting, we study open-domain question gen- eration. Rather than use questions from standard open-domain QA tasks, which typically consist of short, simple questions, we propose the more demanding task of generating Jeopardy questions. Jeopardy is an unusual format that consists of trying to guess an entity from a fact about that entity. For example, “The World Cup” is the answer to the question “In 1986 Mexico scored as the ﬁrst country to host this international sports competition twice.” As Jeopardy questions are precise, factual statements, generating Jeopardy questions conditioned on their answer entities constitutes a challenging knowledge-intensive generation task.","((299.14166666666665, 448.97589333333326), (299.14166666666665, 688.7720044444446), (1413.1656494140625, 688.7720044444446), (1413.1656494140625, 448.97589333333326))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9536452889442444,61ae474d1454f38608f7ed3f9c95f1f9,
55,NarrativeText,7f759e20e5de5b9b00c2fb6e9b95a324,"We use the splits from SearchQA [10], with 100K train, 14K dev, and 27K test examples. As this is a new task, we train a BART model for comparison. Following [67], we evaluate using the SQuAD-tuned Q-BLEU-1 metric [42]. Q-BLEU is a variant of BLEU with a higher weight for matching entities and has higher correlation with human judgment for question generation than standard metrics. We also perform two human evaluations, one to assess generation factuality, and one for speciﬁcity. We deﬁne factuality as whether a statement can be corroborated by trusted external sources, and speciﬁcity as high mutual dependence between the input and output [33]. We follow best practice and use pairwise comparative evaluation [34]. Evaluators are shown an answer and two generated questions, one from BART and one from RAG. They are then asked to pick one of four options—quuestion A is better, question B is better, both are good, or neither is good.","((298.7, 706.6203377777775), (298.7, 1007.0220044444443), (1410.490478515625, 1007.0220044444443), (1410.490478515625, 706.6203377777775))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9510509371757507,61ae474d1454f38608f7ed3f9c95f1f9,
56,Title,6a54bde792c4bff8de896687b12ddd9b,3.4 Fact Veriﬁcation,"((299.1194152832031, 1044.563232421875), (299.1194152832031, 1073.128287222222), (561.927001953125, 1073.128287222222), (561.927001953125, 1044.563232421875))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8512573838233948,,
57,NarrativeText,360f97864d2d286babc4fe24f8c1f7f4,"FEVER [56] requires classifying whether a natural language claim is supported or refuted by Wikipedia, or whether there is not enough information to decide. The task requires retrieving evidence from Wikipedia relating to the claim and then reasoning over this evidence to classify whether the claim is true, false, or unveriﬁable from Wikipedia alone. FEVER is a retrieval problem coupled with an challenging entailment reasoning task. It also provides an appropriate testbed for exploring the RAG models’ ability to handle classiﬁcation rather than generation. We map FEVER class labels (supports, refutes, or not enough info) to single output tokens and directly train with claim-class pairs. Crucially, unlike most other approaches to FEVER, we do not use supervision on retrieved evidence. In many real-world applications, retrieval supervision signals aren’t available, and models that do not require such supervision will be applicable to a wider range of tasks. We explore two variants: the standard 3-way classiﬁcation task (supports/refutes/not enough info) and the 2-way (supports/refutes) task studied in Thorne and Vlachos [57]. In both cases we report label accuracy.","((298.7, 1100.6939697265625), (298.7, 1462.1414488888888), (1410.81494140625, 1462.1414488888888), (1410.81494140625, 1100.6939697265625))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9523873329162598,6a54bde792c4bff8de896687b12ddd9b,
58,Title,c53619e770b686d2c739eaa19ae1c93d,4 Results,"((297.14093017578125, 1504.8990478515625), (297.14093017578125, 1540.3351022222218), (455.539794921875, 1540.3351022222218), (455.539794921875, 1504.8990478515625))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8330581188201904,,
59,Title,46a88f2d086d8626f6c694b54605ef5a,4.1 Open-domain Question Answering,"((298.3166198730469, 1574.0682872222221), (298.3166198730469, 1601.742176111111), (775.4529418945312, 1601.742176111111), (775.4529418945312, 1574.0682872222221))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8665925860404968,,
60,NarrativeText,0520451468ffaba8e273d4dca739c79c,"Table 1 shows results for RAG along with state-of-the-art models. On all four open-domain QA tasks, RAG sets a new state of the art (only on the T5-comparable split for TQA). RAG combines the generation ﬂexibility of the “closed-book” (parametric only) approaches and the performance of ""open-book"" retrieval-based approaches. Unlike REALM and T5+SSM, RAG enjoys strong results without expensive, specialized “salient span masking” pre-training [20]. It is worth noting that RAG’s retriever is initialized using DPR’s retriever, which uses retrieval supervision on Natural Questions and TriviaQA. RAG compares favourably to the DPR QA system, which uses a BERT-based “cross- encoder” to re-rank documents, along with an extractive reader. RAG demonstrates that neither a re-ranker nor extractive reader is necessary for state-of-the-art performance.","((299.0027777777778, 1629.335205078125), (299.0027777777778, 1899.8470044444446), (1410.6458740234375, 1899.8470044444446), (1410.6458740234375, 1629.335205078125))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9519988298416138,46a88f2d086d8626f6c694b54605ef5a,
61,NarrativeText,6fef0d8e0a13c261a6e6a9d78a493a48,"There are several advantages to generating answers even when it is possible to extract them. Docu- ments with clues about the answer but do not contain the answer verbatim can still contribute towards a correct answer being generated, which is not possible with standard extractive approaches, leading","((296.2929992675781, 1917.6981155555554), (296.2929992675781, 2005.97756), (1411.20947265625, 2005.97756), (1411.20947265625, 1917.6981155555554))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9382230043411255,46a88f2d086d8626f6c694b54605ef5a,
62,Footer,e9ebc5eac859348bb2fd10ee17b9b149,5,"((842.5166625976562, 2061.325893333333), (842.5166625976562, 2088.999782222222), (857.4764404296875, 2088.999782222222), (857.4764404296875, 2061.325893333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],5,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7436587810516357,,
63,FigureCaption,c4914ad233c82284ca32c89b4fc5b195,"Table 1: Open-Domain QA Test Scores. For TQA, left column uses the standard test set for Open- Domain QA, right column uses the TQA-Wiki test set. See Appendix D for further details. Table 2: Generation and classiﬁcation Test Scores. MS-MARCO SotA is [4], FEVER-3 is [68] and FEVER-2 is [57] *Uses gold context/evidence. Best model without gold access underlined.","((296.57073974609375, 218.8870044444444), (296.57073974609375, 338.0053377777778), (1404.8495682777782, 338.0053377777778), (1404.8495682777782, 218.8870044444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7452389597892761,,
64,Title,965e762a3c1af12888fa2e935a6c4bb0,Model,"((392.75852341666666, 364.4403745710223), (392.75852341666666, 387.70494470435546), (453.5023160348, 387.70494470435546), (453.5023160348, 364.4403745710223))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,
65,Title,ed29d81c7a3d9420df44e72467022495,NQ,"((554.3309629926666, 364.4403745710223), (554.3309629926666, 387.70494470435546), (587.9250022652, 387.70494470435546), (587.9250022652, 364.4403745710223))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,
66,Title,37e262b8bdf1d9706cc4e259763278b6,TQA WQ CT,"((632.2207437990667, 364.4403745710223), (632.2207437990667, 387.70494470435546), (817.3601929201335, 387.70494470435546), (817.3601929201335, 364.4403745710223))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,
67,Table,fc93745836bfdc84a55fd9430bee2fac,Closed Book T5-11B [52] 34.5 T5-11B+SSM[52] 36.6 - - /50.1 37.4 /60.5 44.7 - - Model B-1 Label Acc. Open Book REALM [20] DPR [26] 40.4 / 41.5 57.9/ - - - 40.7 46.8 41.1 50.6 SotA BART - - 15.1 19.7 49.8* 49.9* 38.2 41.6 76.8 64.0 81.1 RAG-Token RAG-Seq. 44.1 55.2/66.1 45.5 50.0 44.5 56.8/68.0 45.2 52.2 RAG-Tok. 17.3 22.2 RAG-Seq. 14.7 21.4 40.1 40.8 41.5 44.2 72.5 89.5,"((308.11322021484375, 368.03558349609375), (308.11322021484375, 590.8518676757812), (1381.2183837890625, 590.8518676757812), (1381.2183837890625, 368.03558349609375))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8115674257278442,37e262b8bdf1d9706cc4e259763278b6,./images/Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/table-6-1.jpg
68,Title,f44d1cf8fef8b2ff5b80dae5c516be55,Jeopardy MSMARCO FVR3 FVR2 B-1 QB-1 R-L,"((992.9372099444445, 386.2354078290224), (992.9372099444445, 436.33099579568926), (1386.154556709111, 436.33099579568926), (1386.154556709111, 386.2354078290224))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,
69,UncategorizedText,cfaaf16b077044b13132b0bc585bc22c,92.2*,"((1330.4555505220442, 452.577934722089), (1330.4555505220442, 476.47437179568925), (1383.8407441777777, 476.47437179568925), (1383.8407441777777, 452.577934722089))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,f44d1cf8fef8b2ff5b80dae5c516be55,
70,NarrativeText,6e33d105bf50cfc2d7df3c3817dc125e,"to more effective marginalization over documents. Furthermore, RAG can generate correct answers even when the correct answer is not in any retrieved document, achieving 11.8% accuracy in such cases for NQ, where an extractive model would score 0%.","((295.8925476074219, 654.8008933333332), (295.8925476074219, 743.0831155555555), (1404.2330322265625, 743.0831155555555), (1404.2330322265625, 654.8008933333332))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.837108850479126,f44d1cf8fef8b2ff5b80dae5c516be55,
71,Title,58c76b08a3a9cc6baef5d0322b1b2d51,4.2 Abstractive Question Answering,"((297.6317138671875, 782.6905094444443), (297.6317138671875, 810.3643983333332), (750.0015258789062, 810.3643983333332), (750.0015258789062, 782.6905094444443))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8687173128128052,,
72,NarrativeText,7309e3f1e5ca99396e2b782b743471ed,"As shown in Table 2, RAG-Sequence outperforms BART on Open MS-MARCO NLG by 2.6 Bleu points and 2.6 Rouge-L points. RAG approaches state-of-the-art model performance, which is impressive given that (i) those models access gold passages with speciﬁc information required to generate the reference answer , (ii) many questions are unanswerable without the gold passages, and (iii) not all questions are answerable from Wikipedia alone. Table 3 shows some generated answers from our models. Qualitatively, we ﬁnd that RAG models hallucinate less and generate factually correct text more often than BART. Later, we also show that RAG generations are more diverse than BART generations (see §4.5).","((299.0027777777778, 838.3703377777778), (299.0027777777778, 1078.1664488888887), (1407.37255859375, 1078.1664488888887), (1407.37255859375, 838.3703377777778))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9517192840576172,58c76b08a3a9cc6baef5d0322b1b2d51,
73,Title,e40ab7d69d01e1098a2d6904a1236214,Jeopardy Question Generation,"((299.3175354003906, 1117.6370849609375), (299.3175354003906, 1145.4477316666666), (729.5635986328125, 1145.4477316666666), (729.5635986328125, 1117.6370849609375))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8693440556526184,,
74,NarrativeText,a72e6d4104f0839dd921f47b8baafa53,"Table 2 shows that RAG-Token performs better than RAG-Sequence on Jeopardy question generation, with both models outperforming BART on Q-BLEU-1. 4 shows human evaluation results, over 452 pairs of generations from BART and RAG-Token. Evaluators indicated that BART was more factual than RAG in only 7.1% of cases, while RAG was more factual in 42.7% of cases, and both RAG and BART were factual in a further 17% of cases, clearly demonstrating the effectiveness of RAG on the task over a state-of-the-art generation model. Evaluators also ﬁnd RAG generations to be more speciﬁc by a large margin. Table 3 shows typical generations from each model.","((299.0027777777778, 1173.4536711111111), (299.0027777777778, 1382.9470044444442), (1410.11083984375, 1382.9470044444442), (1410.11083984375, 1173.4536711111111))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9473232626914978,e40ab7d69d01e1098a2d6904a1236214,
75,NarrativeText,5bb55248d6e17830bf32ecc5966b28f6,"Jeopardy questions often contain two separate pieces of information, and RAG-Token may perform best because it can generate responses that combine content from several documents. Figure 2 shows an example. When generating “Sun”, the posterior is high for document 2 which mentions “The Sun Also Rises”. Similarly, document 1 dominates the posterior when “A Farewell to Arms” is generated. Intriguingly, after the ﬁrst token of each book is generated, the document posterior ﬂattens. This observation suggests that the generator can complete the titles without depending on speciﬁc documents. In other words, the model’s parametric knowledge is sufﬁcient to complete the titles. We ﬁnd evidence for this hypothesis by feeding the BART-only baseline with the partial decoding ""The Sun. BART completes the generation ""The Sun Also Rises"" is a novel by this author of ""The Sun Also Rises"" indicating the title ""The Sun Also Rises"" is stored in BART’s parameters. Similarly, BART will complete the partial decoding ""The Sun Also Rises"" is a novel by this author of ""A with ""The Sun Also Rises"" is a novel by this author of ""A Farewell to Arms"". This example shows how parametric and non-parametric memories work together—the non-parametric component helps to guide the generation, drawing out speciﬁc knowledge stored in the parametric memory.","((299.0027777777778, 1400.7953377777776), (299.0027777777778, 1822.4081155555555), (1407.6715087890625, 1822.4081155555555), (1407.6715087890625, 1400.7953377777776))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9471367597579956,e40ab7d69d01e1098a2d6904a1236214,
76,Title,0ce35442b011e926034f4a17087165d7,4.4 Fact Veriﬁcation,"((299.0622863769531, 1862.0182872222222), (299.0622863769531, 1889.692176111111), (561.35205078125, 1889.692176111111), (561.35205078125, 1862.0182872222222))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8581591844558716,,
77,NarrativeText,dbdcb5302c7d929ea86a1dbaee0476c4,"Table 2 shows our results on FEVER. For 3-way classiﬁcation, RAG scores are within 4.3% of state-of-the-art models, which are complex pipeline systems with domain-speciﬁc architectures and substantial engineering, trained using intermediate retrieval supervision, which RAG does not require.","((296.4414978027344, 1917.6981155555554), (296.4414978027344, 2005.97756), (1410.7568359375, 2005.97756), (1410.7568359375, 1917.6981155555554))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9394749999046326,0ce35442b011e926034f4a17087165d7,
78,UncategorizedText,b57a2da14e9f50248f6ac41517d7cfd2,6,"((843.0805555555555, 2061.325893333333), (843.0805555555555, 2088.999782222222), (856.9174999999999, 2088.999782222222), (856.9174999999999, 2061.325893333333))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],6,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,0ce35442b011e926034f4a17087165d7,
79,Image,944a8b5e15e363827924bb2a2357d4dd,"Document 1: his works are considered classics of American Doc1 [ ] | literature ... His wartime experiences formed the basis for hisnovel .o . A Farewell to Arms” (1929) ... Doc3 Document 2: ... artists of the 1920s “Lost Generation” expatriate Pocd community. His debut novel, “The Sun Also Rises”, was published ¢ in1926. Doc5 Q,O(”‘ * &g%\,e QV,,OQ- & t e »\\C@@ & f\sc\ * vd&f\\ovﬁ&“","((306.7382507324219, 205.90560913085938), (306.7382507324219, 376.34130859375), (1392.760009765625, 376.34130859375), (1392.760009765625, 205.90560913085938))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.7556876540184021,,./images/Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/figure-7-2.jpg
80,Image,a05f36f7225b00cff5dc813d802bb729,[ ] | .,"((860.7219087166667, 207.0827171388888), (860.7219087166667, 328.25355047222206), (1389.02674205, 328.25355047222206), (1389.02674205, 207.0827171388888))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,,,./images/Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/figure-7-3.jpg
81,NarrativeText,27b24fa17f19b96c0b1d7988c7cbda7a,"Figure 2: RAG-Token document posterior p(zi|x, yi, y−i) for each generated token for input “Hem- ingway"" for Jeopardy generation with 5 retrieved documents. The posterior for document 1 is high when generating “A Farewell to Arms"" and for document 2 when generating “The Sun Also Rises"".","((298.70782470703125, 388.43095666666665), (298.70782470703125, 477.3220044444444), (1405.38525390625, 477.3220044444444), (1405.38525390625, 388.43095666666665))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8331102132797241,,
82,NarrativeText,677e0e49b8f042eef5660e49e46088e1,"Table 3: Examples from generation tasks. RAG models generate more speciﬁc and factually accurate responses. ‘?’ indicates factually incorrect responses, * indicates partially correct responses.","((297.888671875, 534.3592266666665), (297.888671875, 592.3386711111112), (1403.4249267578125, 592.3386711111112), (1403.4249267578125, 534.3592266666665))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9342449307441711,,
83,Table,cbf087e60000fbff990d958f34e3f1cf,"Task Input Model Generation MS- MARCO deﬁne middle ear what currency needed in scotland BART ?The middle ear is the part of the ear between the middle ear and the nose. RAG-T The middle ear is the portion of the ear internal to the eardrum. RAG-S The middle ear includes the tympanic cavity and the three ossicles. BART The currency needed in Scotland is Pound sterling. RAG-T Pound is the currency needed in Scotland. RAG-S The currency needed in Scotland is the pound sterling. Jeopardy Question Gener -ation Washington The Divine Comedy BART ?This state has the largest number of counties in the U.S. RAG-T It’s the only U.S. state named for a U.S. president RAG-S It’s the state where you’ll ﬁnd Mount Rainier National Park BART *This epic poem by Dante is divided into 3 parts: the Inferno, the Purgatorio & the Purgatorio RAG-T Dante’s ""Inferno"" is the ﬁrst part of this epic poem RAG-S This 14th century work is divided into 3 sections: ""Inferno"", ""Purgatorio"" & ""Paradiso""","((299.7635498046875, 617.55419921875), (299.7635498046875, 970.5542602539062), (1379.8585205078125, 970.5542602539062), (1379.8585205078125, 617.55419921875))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.6386181712150574,,./images/Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf/table-7-2.jpg
84,NarrativeText,8e9037cfc7c3605a6ff69e60d4a1f398,"For 2-way classiﬁcation, we compare against Thorne and Vlachos [57], who train RoBERTa [35] to classify the claim as true or false given the gold evidence sentence. RAG achieves an accuracy within 2.7% of this model, despite being supplied with only the claim and retrieving its own evidence. We also analyze whether documents retrieved by RAG correspond to documents annotated as gold evidence in FEVER. We calculate the overlap in article titles between the top k documents retrieved by RAG and gold evidence annotations. We ﬁnd that the top retrieved document is from a gold article in 71% of cases, and a gold article is present in the top 10 retrieved articles in 90% of cases.","((298.7, 1037.5842266666666), (298.7, 1247.0747822222222), (1410.6202392578125, 1247.0747822222222), (1410.6202392578125, 1037.5842266666666))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9501489400863647,,
85,Title,d593ed09f1e2481a0bd2298672ec7755,4.5 Additional Results,"((297.3058776855469, 1289.207176111111), (297.3058776855469, 1316.881065), (583.10302734375, 1316.881065), (583.10302734375, 1289.207176111111))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.8862077593803406,,
86,NarrativeText,0a2523bcb3f30398d8ca5afd602dacec,"Generation Diversity Section 4.3 shows that RAG models are more factual and speciﬁc than BART for Jeopardy question generation. Following recent work on diversity-promoting decoding [33, 59, 39], we also investigate generation diversity by calculating the ratio of distinct ngrams to total ngrams generated by different models. Table 5 shows that RAG-Sequence’s generations are more diverse than RAG-Token’s, and both are signiﬁcantly more diverse than BART without needing any diversity-promoting decoding.","((300.0, 1345.5155094444444), (300.0, 1524.8997822222223), (1409.1641845703125, 1524.8997822222223), (1409.1641845703125, 1345.5155094444444))",PixelSpace,1700,2200,2024-08-18T17:06:27,application/pdf,['eng'],7,../papers,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks.pdf,0.9446331858634949,d593ed09f1e2481a0bd2298672ec7755,
